idx,idx1,idx2,address1,address2,opcode1,opcode2,instruction1,instruction2,matching1,src_file,srccode
5658,5658,5591,2681,25fd,fe 0d,fe 0d,cp $0d,cp $0d,cp $00,exec.asm,CP	CR
5659,5659,5592,2683,25ff,28 ed,28 ed,"jr z,$-$11","jr z,$-$11","jr z,$-$00",exec.asm,"JR	Z,ASM0"
5660,5660,5593,2685,2601,21 fe 55,21 fe 54,"ld hl,$55fe","ld hl,$54fe","ld hl,$0000",exec.asm,"LD	HL,LISTON"
5661,5661,5594,2688,2604,7e,7e,"ld a,(hl)","ld a,(hl)","ld a,(hl)",exec.asm,"LD	A,(HL)"
5662,5662,5595,2689,2605,e6 0f,e6 0f,and $0f,and $0f,and $00,exec.asm,AND	0FH
5663,5663,5596,268b,2607,f6 30,f6 30,or $30,or $30,or $00,exec.asm,OR	30H
5664,5664,5597,268d,2609,77,77,"ld (hl),a","ld (hl),a","ld (hl),a",exec.asm,"LD	(HL),A"
5665,5665,5598,268e,260a,18 af,18 af,jr $-$4f,jr $-$4f,jr $-$00,exec.asm,JR	XEQGO4
5666,5666,5599,2690,260c,cd 86 17,cd 02 17,call $1786,call $1702,call $0000,exec.asm,FNEND:          CALL	EXPR		;FUNCTION RESULT
5667,5667,5600,2693,260f,08,08,"ex af,af'","ex af,af'","ex af,af'",exec.asm,"EX	AF,AF'"
5668,5668,5601,2694,2610,87,87,"add a,a","add a,a","add a,a",exec.asm,"ADD	A,A"
5669,5669,5602,2695,2611,7b,7b,"ld a,e","ld a,e","ld a,e",exec.asm,"LD	A,E"
5670,5670,5603,2696,2612,38 01,38 01,"jr c,$+$03","jr c,$+$03","jr c,$+$00",exec.asm,"JR	C,FNEND1"
5671,5671,5604,2698,2614,79,79,"ld a,c","ld a,c","ld a,c",exec.asm,"LD	A,C"
5672,5672,5605,2699,2615,08,08,"ex af,af'","ex af,af'","ex af,af'",exec.asm,"FNEND1:         EX	AF,AF'"
5673,5673,5606,269a,2616,e5,e5,push hl,push hl,push hl,exec.asm,PUSH	HL
5674,5674,5607,269b,2617,d9,d9,exx,exx,exx,exec.asm,EXX
5675,5675,5608,269c,2618,c1,c1,pop bc,pop bc,pop bc,exec.asm,POP	BC
5676,5676,5609,269d,2619,eb,eb,"ex de,hl","ex de,hl","ex de,hl",exec.asm,"EX	DE,HL		;SAVE RESULT IN A'B'C'D'E'"
5677,5677,5610,269e,261a,d9,d9,exx,exx,exx,exec.asm,EXX
5678,5678,5611,269f,261b,c1,c1,pop bc,pop bc,pop bc,exec.asm,FNEND2:         POP	BC
5679,5679,5612,26a0,261c,21 6b 2a,21 e7 29,"ld hl,$2a6b","ld hl,$29e7","ld hl,$0000",exec.asm,"LD	HL,FNCHK"
5680,5680,5613,26a3,261f,af,af,xor a,xor a,xor a,exec.asm,XOR	A
5681,5681,5614,26a4,2620,ed 42,ed 42,"sbc hl,bc","sbc hl,bc","sbc hl,bc",exec.asm,"SBC	HL,BC"
5682,5682,5615,26a6,2622,28 0a,28 0a,"jr z,$+$0c","jr z,$+$0c","jr z,$+$00",exec.asm,"JR	Z,FNEND3"
5683,5683,5616,26a8,2624,c5,c5,push bc,push bc,push bc,exec.asm,PUSH	BC
5684,5684,5617,26a9,2625,cd b5 34,cd 31 34,call $34b5,call $3431,call $0000,exec.asm,CALL	RESLOC
5685,5685,5618,26ac,2628,20 f1,20 f1,"jr nz,$-$0d","jr nz,$-$0d","jr nz,$-$00",exec.asm,"JR	NZ,FNEND2"
5686,5686,5619,26ae,262a,3e 07,3e 07,"ld a,$07","ld a,$07","ld a,$00",exec.asm,"LD	A,7"
5687,5687,5620,26b0,262c,18 bd,18 bd,jr $-$41,jr $-$41,jr $-$00,exec.asm,"JR	ERROR0ex		;""No FN"""
5688,5688,5621,26b2,262e,fd e1,fd e1,pop iy,pop iy,pop iy,exec.asm,FNEND3:         POP	IY
5689,5689,5622,26b4,2630,fd 22 f4 55,fd 22 f4 54,"ld ($55f4),iy","ld ($54f4),iy","ld ($0000),iy",exec.asm,"LD	(CURLIN),IY	;IN CASE OF ERROR"
5690,5690,5623,26b8,2634,d9,d9,exx,exx,exx,exec.asm,EXX
5691,5691,5624,26b9,2635,eb,eb,"ex de,hl","ex de,hl","ex de,hl",exec.asm,"EX	DE,HL"
5692,5692,5625,26ba,2636,c5,c5,push bc,push bc,push bc,exec.asm,PUSH	BC
5693,5693,5626,26bb,2637,d9,d9,exx,exx,exx,exec.asm,EXX
5694,5694,5627,26bc,2638,e1,e1,pop hl,pop hl,pop hl,exec.asm,POP	HL
5695,5695,5628,26bd,2639,08,08,"ex af,af'","ex af,af'","ex af,af'",exec.asm,"EX	AF,AF'"
5696,5696,5629,26be,263a,5f,5f,"ld e,a","ld e,a","ld e,a",exec.asm,"LD	E,A"
5697,5697,5630,26bf,263b,4f,4f,"ld c,a","ld c,a","ld c,a",exec.asm,"LD	C,A"
5698,5698,5631,26c0,263c,1f,1f,rra,rra,rra,exec.asm,RRA
5699,5699,5632,26c1,263d,c9,c9,ret,ret,ret,exec.asm,RET
5700,5700,5633,26c2,263e,fd e5,fd e5,push iy,push iy,push iy,exec.asm,DIM:            PUSH	IY
5701,5701,5634,26c4,2640,fe 21,fe 21,cp $21,cp $21,cp $00,exec.asm,CP	'!'
5702,5702,5635,26c6,2642,ca 93 27,ca 0f 27,"jp z,$2793","jp z,$270f","jp z,$0000",exec.asm,"JP	Z,DIM4"
5703,5703,5636,26c9,2645,cd 34 43,cd b0 42,call $4334,call $42b0,call $0000,exec.asm,CALL	LOCATE		;VARIABLE
5704,5704,5637,26cc,2648,da 7d 27,da f9 26,"jp c,$277d","jp c,$26f9","jp c,$0000",exec.asm,"JP	C,BADDIM"
5705,5705,5638,26cf,264b,c4 c0 43,c4 3c 43,"call nz,$43c0","call nz,$433c","call nz,$0000",exec.asm,"CALL	NZ,CREATE"
5706,5706,5639,26d2,264e,fd 7e 00,fd 7e 00,"ld a,(iy)","ld a,(iy)","ld a,(iy)",exec.asm,"LD	A,(IY)"
5707,5707,5640,26d5,2651,fe 28,fe 28,cp $28,cp $28,cp $00,exec.asm,CP	'('
5708,5708,5641,26d7,2653,c2 93 27,c2 0f 27,"jp nz,$2793","jp nz,$270f","jp nz,$0000",exec.asm,"JP	NZ,DIM4"
5709,5709,5642,26da,2656,e5,e5,push hl,push hl,push hl,exec.asm,PUSH	HL
5710,5710,5643,26db,2657,dd e1,dd e1,pop ix,pop ix,pop ix,exec.asm,POP	IX
5711,5711,5644,26dd,2659,7e,7e,"ld a,(hl)","ld a,(hl)","ld a,(hl)",exec.asm,"LD	A,(HL)"
5712,5712,5645,26de,265a,e6 fe,e6 fe,and $fe,and $fe,and $00,exec.asm,AND	0FEH
5713,5713,5646,26e0,265c,23,23,inc hl,inc hl,inc hl,exec.asm,INC	HL
5714,5714,5647,26e1,265d,b6,b6,or (hl),or (hl),or (hl),exec.asm,OR	(HL)
5715,5715,5648,26e2,265e,c2 93 27,c2 0f 27,"jp nz,$2793","jp nz,$270f","jp nz,$0000",exec.asm,"JP	NZ,DIM4"
5716,5716,5649,26e5,2661,c1,c1,pop bc,pop bc,pop bc,exec.asm,POP	BC		;LEVEL STACK
5717,5717,5650,26e6,2662,7a,7a,"ld a,d","ld a,d","ld a,d",exec.asm,"LD	A,D"
5718,5718,5651,26e7,2663,2a e0 55,2a e0 54,"ld hl,($55e0)","ld hl,($54e0)","ld hl,($0000)",exec.asm,"LD	HL,(FREE)"
5719,5719,5652,26ea,2666,e5,e5,push hl,push hl,push hl,exec.asm,PUSH	HL
5720,5720,5653,26eb,2667,dd e3,dd e3,"ex (sp),ix","ex (sp),ix","ex (sp),ix",exec.asm,"EX	(SP),IX"
5721,5721,5654,26ed,2669,e5,e5,push hl,push hl,push hl,exec.asm,PUSH	HL
5722,5722,5655,26ee,266a,f5,f5,push af,push af,push af,exec.asm,PUSH	AF		;SAVE TYPE
5723,5723,5656,26ef,266b,11 01 00,11 01 00,"ld de,$0001","ld de,$0001","ld de,$0000",exec.asm,"LD	DE,1"
5724,5724,5657,26f2,266e,42,42,"ld b,d","ld b,d","ld b,d",exec.asm,"LD	B,D		;DIMENSION COUNTER"
5725,5725,5658,26f3,266f,fd 23,fd 23,inc iy,inc iy,inc iy,exec.asm,DIM1:           INC	IY
5726,5726,5659,26f5,2671,c5,c5,push bc,push bc,push bc,exec.asm,PUSH	BC
5727,5727,5660,26f6,2672,d5,d5,push de,push de,push de,exec.asm,PUSH	DE
5728,5728,5661,26f7,2673,dd e5,dd e5,push ix,push ix,push ix,exec.asm,PUSH	IX
5729,5729,5662,26f9,2675,cd b7 18,cd 33 18,call $18b7,call $1833,call $0000,exec.asm,CALL	EXPRI		;DIMENSION SIZE
5730,5730,5663,26fc,2678,cb 7c,cb 7c,"bit 7,h","bit 7,h","bit 7,h",exec.asm,"BIT	7,H"
5731,5731,5664,26fe,267a,20 7d,20 7d,"jr nz,$+$7f","jr nz,$+$7f","jr nz,$+$00",exec.asm,"JR	NZ,BADDIM"
5732,5732,5665,2700,267c,d9,d9,exx,exx,exx,exec.asm,EXX
5733,5733,5666,2701,267d,23,23,inc hl,inc hl,inc hl,exec.asm,INC	HL
5734,5734,5667,2702,267e,dd e1,dd e1,pop ix,pop ix,pop ix,exec.asm,POP	IX
5735,5735,5668,2704,2680,dd 23,dd 23,inc ix,inc ix,inc ix,exec.asm,INC	IX
5736,5736,5669,2706,2682,dd 75 00,dd 75 00,"ld (ix),l","ld (ix),l","ld (ix),l",exec.asm,"LD	(IX),L		;SAVE SIZE"
5737,5737,5670,2709,2685,dd 23,dd 23,inc ix,inc ix,inc ix,exec.asm,INC	IX
5738,5738,5671,270b,2687,dd 74 00,dd 74 00,"ld (ix),h","ld (ix),h","ld (ix),h",exec.asm,"LD	(IX),H"
5739,5739,5672,270e,268a,c1,c1,pop bc,pop bc,pop bc,exec.asm,POP	BC
5740,5740,5673,270f,268b,cd 41 37,cd bd 36,call $3741,call $36bd,call $0000,exec.asm,CALL	MUL16		;HL=HL*BC
5741,5741,5674,2712,268e,38 6c,38 6c,"jr c,$+$6e","jr c,$+$6e","jr c,$+$00",exec.asm,"JR	C,NOROOM	;TOO LARGE"
5742,5742,5675,2714,2690,eb,eb,"ex de,hl","ex de,hl","ex de,hl",exec.asm,"EX	DE,HL		;DE=PRODUCT"
5743,5743,5676,2715,2691,c1,c1,pop bc,pop bc,pop bc,exec.asm,POP	BC
5744,5744,5677,2716,2692,04,04,inc b,inc b,inc b,exec.asm,INC	B		;DIMENSION COUNTER
5745,5745,5678,2717,2693,fd 7e 00,fd 7e 00,"ld a,(iy)","ld a,(iy)","ld a,(iy)",exec.asm,"LD	A,(IY)"
5746,5746,5679,271a,2696,fe 2c,fe 2c,cp $2c,cp $2c,cp $00,exec.asm,"CP	','		;ANOTHER"
5747,5747,5680,271c,2698,28 d5,28 d5,"jr z,$-$29","jr z,$-$29","jr z,$-$00",exec.asm,"JR	Z,DIM1"
5748,5748,5681,271e,269a,dd 23,dd 23,inc ix,inc ix,inc ix,exec.asm,INC	IX
5749,5749,5682,2720,269c,cd 32 21,cd ae 20,call $2132,call $20ae,call $0000,exec.asm,CALL	BRAKET		;CLOSING BRACKET
5750,5750,5683,2723,269f,f1,f1,pop af,pop af,pop af,exec.asm,POP	AF		;RESTORE TYPE
5751,5751,5684,2724,26a0,cd 31 37,cd ad 36,call $3731,call $36ad,call $0000,exec.asm,CALL	X14OR5		;DE=DE*n
5752,5752,5685,2727,26a3,38 57,38 57,"jr c,$+$59","jr c,$+$59","jr c,$+$00",exec.asm,"JR	C,NOROOM"
5753,5753,5686,2729,26a5,e1,e1,pop hl,pop hl,pop hl,exec.asm,POP	HL
5754,5754,5687,272a,26a6,70,70,"ld (hl),b","ld (hl),b","ld (hl),b",exec.asm,"LD	(HL),B		;NO. OF DIMENSIONS"
5755,5755,5688,272b,26a7,dd e3,dd e3,"ex (sp),ix","ex (sp),ix","ex (sp),ix",exec.asm,"EX	(SP),IX"
5756,5756,5689,272d,26a9,e1,e1,pop hl,pop hl,pop hl,exec.asm,POP	HL
5757,5757,5690,272e,26aa,e6 80,e6 80,and $80,and $80,and $00,exec.asm,AND	80H
5758,5758,5691,2730,26ac,dd b6 00,dd b6 00,or (ix),or (ix),or (ix),exec.asm,OR	(IX)		;FLAGS
5759,5759,5692,2733,26af,e5,e5,push hl,push hl,push hl,exec.asm,DIM3:           PUSH	HL
5760,5760,5693,2734,26b0,24,24,inc h,inc h,inc h,exec.asm,INC	H		;Safety margin
5761,5761,5694,2735,26b1,19,19,"add hl,de","add hl,de","add hl,de",exec.asm,"ADD	HL,DE"
5762,5762,5695,2736,26b2,38 48,38 48,"jr c,$+$4a","jr c,$+$4a","jr c,$+$00",exec.asm,"JR	C,NOROOM"
5763,5763,5696,2738,26b4,ed 72,ed 72,"sbc hl,sp","sbc hl,sp","sbc hl,sp",exec.asm,"SBC	HL,SP"
5764,5764,5697,273a,26b6,30 44,30 44,"jr nc,$+$46","jr nc,$+$46","jr nc,$+$00",exec.asm,"JR	NC,NOROOM"
5765,5765,5698,273c,26b8,e1,e1,pop hl,pop hl,pop hl,exec.asm,POP	HL
5766,5766,5699,273d,26b9,e5,e5,push hl,push hl,push hl,exec.asm,PUSH	HL
5767,5767,5700,273e,26ba,ed 4b e0 55,ed 4b e0 54,"ld bc,($55e0)","ld bc,($54e0)","ld bc,($0000)",exec.asm,"LD	BC,(FREE)"
5768,5768,5701,2742,26be,b7,b7,or a,or a,or a,exec.asm,OR	A
5769,5769,5702,2743,26bf,ed 42,ed 42,"sbc hl,bc","sbc hl,bc","sbc hl,bc",exec.asm,"SBC	HL,BC"
5770,5770,5703,2745,26c1,44,44,"ld b,h","ld b,h","ld b,h",exec.asm,"LD	B,H"
5771,5771,5704,2746,26c2,4d,4d,"ld c,l","ld c,l","ld c,l",exec.asm,"LD	C,L"
5772,5772,5705,2747,26c3,e1,e1,pop hl,pop hl,pop hl,exec.asm,POP	HL
5773,5773,5706,2748,26c4,ed 42,ed 42,"sbc hl,bc","sbc hl,bc","sbc hl,bc",exec.asm,"SBC	HL,BC"
5774,5774,5707,274a,26c6,cb 47,cb 47,"bit 0,a","bit 0,a","bit 0,a",exec.asm,"BIT	0,A"
5775,5775,5708,274c,26c8,28 12,28 12,"jr z,$+$14","jr z,$+$14","jr z,$+$00",exec.asm,"JR	Z,ARRCHK	;NOT LOCAL"
5776,5776,5709,274e,26ca,21 00 00,21 00 00,"ld hl,$0000","ld hl,$0000","ld hl,$0000",exec.asm,"LD	HL,0"
5777,5777,5710,2751,26cd,ed 52,ed 52,"sbc hl,de","sbc hl,de","sbc hl,de",exec.asm,"SBC	HL,DE"
5778,5778,5711,2753,26cf,b7,b7,or a,or a,or a,exec.asm,OR	A
5779,5779,5712,2754,26d0,ed 42,ed 42,"sbc hl,bc","sbc hl,bc","sbc hl,bc",exec.asm,"SBC	HL,BC"
5780,5780,5713,2756,26d2,39,39,"add hl,sp","add hl,sp","add hl,sp",exec.asm,"ADD	HL,SP"
5781,5781,5714,2757,26d3,28 07,28 07,"jr z,$+$09","jr z,$+$09","jr z,$+$00",exec.asm,"JR	Z,ARRCHK	;RESERVE NOTHING"
5782,5782,5715,2759,26d5,f9,f9,"ld sp,hl","ld sp,hl","ld sp,hl",exec.asm,"LD	SP,HL"
5783,5783,5716,275a,26d6,d5,d5,push de,push de,push de,exec.asm,PUSH	DE
5784,5784,5717,275b,26d7,c5,c5,push bc,push bc,push bc,exec.asm,PUSH	BC
5785,5785,5718,275c,26d8,f5,f5,push af,push af,push af,exec.asm,PUSH	AF
5786,5786,5719,275d,26d9,cd 60 27,cd dc 26,call $2760,call $26dc,call $0000,exec.asm,CALL	ARRCHK
5787,5787,5720,2760,26dc,dd 75 00,dd 75 00,"ld (ix),l","ld (ix),l","ld (ix),l",exec.asm,"ARRCHK:         LD	(IX+0),L	;SAVE POINTER"
5788,5788,5721,2763,26df,dd 74 01,dd 74 01,"ld (ix+$01),h","ld (ix+$01),h","ld (ix+$00),h",exec.asm,"LD	(IX+1),H"
5789,5789,5722,2766,26e2,78,78,"ld a,b","ld a,b","ld a,b",exec.asm,"LD	A,B"
5790,5790,5723,2767,26e3,b1,b1,or c,or c,or c,exec.asm,OR	C
5791,5791,5724,2768,26e4,28 09,28 09,"jr z,$+$0b","jr z,$+$0b","jr z,$+$00",exec.asm,"JR	Z,DIM2"
5792,5792,5725,276a,26e6,d5,d5,push de,push de,push de,exec.asm,PUSH	DE
5793,5793,5726,276b,26e7,eb,eb,"ex de,hl","ex de,hl","ex de,hl",exec.asm,"EX	DE,HL"
5794,5794,5727,276c,26e8,2a e0 55,2a e0 54,"ld hl,($55e0)","ld hl,($54e0)","ld hl,($0000)",exec.asm,"LD	HL,(FREE)"
5795,5795,5728,276f,26eb,ed b0,ed b0,ldir,ldir,ldir,exec.asm,LDIR			;COPY DESCRIPTOR
5796,5796,5729,2771,26ed,eb,eb,"ex de,hl","ex de,hl","ex de,hl",exec.asm,"EX	DE,HL"
5797,5797,5730,2772,26ee,d1,d1,pop de,pop de,pop de,exec.asm,POP	DE
5798,5798,5731,2773,26ef,7a,7a,"ld a,d","ld a,d","ld a,d",exec.asm,"DIM2:           LD	A,D"
5799,5799,5732,2774,26f0,b3,b3,or e,or e,or e,exec.asm,OR	E
5800,5800,5733,2775,26f1,28 0e,28 0e,"jr z,$+$10","jr z,$+$10","jr z,$+$00",exec.asm,"JR	Z,DIM5"
5801,5801,5734,2777,26f3,36 00,36 00,"ld (hl),$00","ld (hl),$00","ld (hl),$00",exec.asm,"LD	(HL),0		;INITIALISE ARRAY"
5802,5802,5735,2779,26f5,23,23,inc hl,inc hl,inc hl,exec.asm,INC	HL
5803,5803,5736,277a,26f6,1b,1b,dec de,dec de,dec de,exec.asm,DEC	DE
5804,5804,5737,277b,26f7,18 f6,18 f6,jr $-$08,jr $-$08,jr $-$00,exec.asm,JR	DIM2
5805,5805,5738,277d,26f9,3e 0a,3e 0a,"ld a,$0a","ld a,$0a","ld a,$00",exec.asm,"BADDIM:         LD	A,10		;""Bad DIM"""
5806,5806,5739,277f,26fb,21 3e 0b,21 3e 0b,"ld hl,$0b3e","ld hl,$0b3e","ld hl,$0000",exec.asm,DB	21H
5807,5807,5740,2782,26fe,c3 c8 3f,c3 44 3f,jp $3fc8,jp $3f44,jp $0000,exec.asm,ERROR1ex:         JP	ERROR_
5808,5808,5741,2785,2701,ed 72,ed 72,"sbc hl,sp","sbc hl,sp","sbc hl,sp",exec.asm,"DIM5:           SBC	HL,SP"
5809,5809,5742,2787,2703,30 04,30 04,"jr nc,$+$06","jr nc,$+$06","jr nc,$+$00",exec.asm,"JR	NC,DIM7		;LOCAL"
5810,5810,5743,2789,2705,39,39,"add hl,sp","add hl,sp","add hl,sp",exec.asm,"ADD	HL,SP"
5811,5811,5744,278a,2706,22 e0 55,22 e0 54,"ld ($55e0),hl","ld ($54e0),hl","ld ($0000),hl",exec.asm,"LD	(FREE),HL"
5812,5812,5745,278d,2709,cd 84 45,cd 00 45,call $4584,call $4500,call $0000,exec.asm,DIM7:           CALL	NLIST		;ANOTHER VARIABLE?
5813,5813,5746,2790,270c,c3 c2 26,c3 3e 26,jp $26c2,jp $263e,jp $0000,exec.asm,JP	DIM
5814,5814,5747,2793,270f,fd e1,fd e1,pop iy,pop iy,pop iy,exec.asm,DIM4:           POP	IY
5815,5815,5748,2795,2711,cd 5a 26,cd d6 25,call $265a,call $25d6,call $0000,exec.asm,CALL	VAR_
5816,5816,5749,2798,2714,b7,b7,or a,or a,or a,exec.asm,OR	A
5817,5817,5750,2799,2715,28 e2,28 e2,"jr z,$-$1c","jr z,$-$1c","jr z,$-$00",exec.asm,"JR	Z,BADDIM"
5818,5818,5751,279b,2717,fa 7d 27,fa f9 26,"jp m,$277d","jp m,$26f9","jp m,$0000",exec.asm,"JP	M,BADDIM"
5819,5819,5752,279e,271a,cb 77,cb 77,"bit 6,a","bit 6,a","bit 6,a",exec.asm,"BIT	6,A"
5820,5820,5753,27a0,271c,20 db,20 db,"jr nz,$-$23","jr nz,$-$23","jr nz,$-$00",exec.asm,"JR	NZ,BADDIM"
5821,5821,5754,27a2,271e,47,47,"ld b,a","ld b,a","ld b,a",exec.asm,"LD	B,A		;TYPE"
5822,5822,5755,27a3,271f,cd 8f 45,cd 0b 45,call $458f,call $450b,call $0000,exec.asm,CALL	NXT
5823,5823,5756,27a6,2722,fe ea,fe ea,cp $ea,cp $ea,cp $00,exec.asm,CP	TLOCAL
5824,5824,5757,27a8,2724,3e 00,3e 00,"ld a,$00","ld a,$00","ld a,$00",exec.asm,"LD	A,0		;PRESET TO NOT LOCAL"
5825,5825,5758,27aa,2726,20 03,20 03,"jr nz,$+$05","jr nz,$+$05","jr nz,$+$00",exec.asm,"JR	NZ,DIM8"
5826,5826,5759,27ac,2728,fd 23,fd 23,inc iy,inc iy,inc iy,exec.asm,INC	IY
5827,5827,5760,27ae,272a,3c,3c,inc a,inc a,inc a,exec.asm,INC	A		;FLAG LOCAL
5828,5828,5761,27af,272b,f5,f5,push af,push af,push af,exec.asm,DIM8:           PUSH	AF
5829,5829,5762,27b0,272c,78,78,"ld a,b","ld a,b","ld a,b",exec.asm,"LD	A,B		;TYPE"
5830,5830,5763,27b1,272d,d9,d9,exx,exx,exx,exec.asm,EXX
5831,5831,5764,27b2,272e,21 00 00,21 00 00,"ld hl,$0000","ld hl,$0000","ld hl,$0000",exec.asm,"LD	HL,0"
5832,5832,5765,27b5,2731,4c,4c,"ld c,h","ld c,h","ld c,h",exec.asm,"LD	C,H"
5833,5833,5766,27b6,2732,cd 74 32,cd f0 31,call $3274,call $31f0,call $0000,exec.asm,CALL	STOREN		;RESERVED AREA
5834,5834,5767,27b9,2735,dd e5,dd e5,push ix,push ix,push ix,exec.asm,PUSH	IX
5835,5835,5768,27bb,2737,cd b7 18,cd 33 18,call $18b7,call $1833,call $0000,exec.asm,CALL	EXPRI
5836,5836,5769,27be,273a,dd e1,dd e1,pop ix,pop ix,pop ix,exec.asm,POP	IX
5837,5837,5770,27c0,273c,d9,d9,exx,exx,exx,exec.asm,EXX
5838,5838,5771,27c1,273d,23,23,inc hl,inc hl,inc hl,exec.asm,INC	HL
5839,5839,5772,27c2,273e,eb,eb,"ex de,hl","ex de,hl","ex de,hl",exec.asm,"EX	DE,HL"
5840,5840,5773,27c3,273f,2a e0 55,2a e0 54,"ld hl,($55e0)","ld hl,($54e0)","ld hl,($0000)",exec.asm,"LD	HL,(FREE)"
5841,5841,5774,27c6,2742,f1,f1,pop af,pop af,pop af,exec.asm,POP	AF		;LOCAL FLAG
5842,5842,5775,27c7,2743,c3 33 27,c3 af 26,jp $2733,jp $26af,jp $0000,exec.asm,JP	DIM3
5843,5843,5776,27ca,2746,fe 23,fe 23,cp $23,cp $23,cp $00,exec.asm,PRINT:          CP	'#'
5844,5844,5777,27cc,2748,20 64,20 64,"jr nz,$+$66","jr nz,$+$66","jr nz,$+$00",exec.asm,"JR	NZ,PRINT0"
5845,5845,5778,27ce,274a,cd 5f 37,cd db 36,call $375f,call $36db,call $0000,exec.asm,CALL	CHNL		;CHANNEL NO. = E
5846,5846,5779,27d1,274d,cd 84 45,cd 00 45,call $4584,call $4500,call $0000,exec.asm,PRNTN1:         CALL	NLIST
5847,5847,5780,27d4,2750,d5,d5,push de,push de,push de,exec.asm,PUSH	DE
5848,5848,5781,27d5,2751,cd 86 17,cd 02 17,call $1786,call $1702,call $0000,exec.asm,CALL	EXPR		;ITEM TO PRINT
5849,5849,5782,27d8,2754,08,08,"ex af,af'","ex af,af'","ex af,af'",exec.asm,"EX	AF,AF'"
5850,5850,5783,27d9,2755,fa f9 27,fa 75 27,"jp m,$27f9","jp m,$2775","jp m,$0000",exec.asm,"JP	M,PRNTN2	;STRING"
5851,5851,5784,27dc,2758,d1,d1,pop de,pop de,pop de,exec.asm,POP	DE
5852,5852,5785,27dd,2759,c5,c5,push bc,push bc,push bc,exec.asm,PUSH	BC
5853,5853,5786,27de,275a,d9,d9,exx,exx,exx,exec.asm,EXX
5854,5854,5787,27df,275b,7d,7d,"ld a,l","ld a,l","ld a,l",exec.asm,"LD	A,L"
5855,5855,5788,27e0,275c,d9,d9,exx,exx,exx,exec.asm,EXX
5856,5856,5789,27e1,275d,cd 65 06,cd 63 06,call $0665,call $0663,call $0000,exec.asm,CALL	OSBPUT
5857,5857,5790,27e4,2760,d9,d9,exx,exx,exx,exec.asm,EXX
5858,5858,5791,27e5,2761,7c,7c,"ld a,h","ld a,h","ld a,h",exec.asm,"LD	A,H"
5859,5859,5792,27e6,2762,d9,d9,exx,exx,exx,exec.asm,EXX
5860,5860,5793,27e7,2763,cd 65 06,cd 63 06,call $0665,call $0663,call $0000,exec.asm,CALL	OSBPUT
5861,5861,5794,27ea,2766,7d,7d,"ld a,l","ld a,l","ld a,l",exec.asm,"LD	A,L"
5862,5862,5795,27eb,2767,cd 65 06,cd 63 06,call $0665,call $0663,call $0000,exec.asm,CALL	OSBPUT
5863,5863,5796,27ee,276a,7c,7c,"ld a,h","ld a,h","ld a,h",exec.asm,"LD	A,H"
5864,5864,5797,27ef,276b,cd 65 06,cd 63 06,call $0665,call $0663,call $0000,exec.asm,CALL	OSBPUT
5865,5865,5798,27f2,276e,c1,c1,pop bc,pop bc,pop bc,exec.asm,POP	BC
5866,5866,5799,27f3,276f,79,79,"ld a,c","ld a,c","ld a,c",exec.asm,"LD	A,C"
5867,5867,5800,27f4,2770,cd 65 06,cd 63 06,call $0665,call $0663,call $0000,exec.asm,CALL	OSBPUT
5868,5868,5801,27f7,2773,18 d8,18 d8,jr $-$26,jr $-$26,jr $-$00,exec.asm,JR	PRNTN1
5869,5869,5802,27f9,2775,4b,4b,"ld c,e","ld c,e","ld c,e",exec.asm,"PRNTN2:         LD	C,E"
5870,5870,5803,27fa,2776,d1,d1,pop de,pop de,pop de,exec.asm,POP	DE
5871,5871,5804,27fb,2777,21 00 53,21 00 52,"ld hl,$5300","ld hl,$5200","ld hl,$0000",exec.asm,"LD	HL,ACCS"
5872,5872,5805,27fe,277a,0c,0c,inc c,inc c,inc c,exec.asm,INC	C
5873,5873,5806,27ff,277b,0d,0d,dec c,dec c,dec c,exec.asm,PRNTN3:         DEC	C
5874,5874,5807,2800,277c,28 09,28 09,"jr z,$+$0b","jr z,$+$0b","jr z,$+$00",exec.asm,"JR	Z,PRNTN4"
5875,5875,5808,2802,277e,7e,7e,"ld a,(hl)","ld a,(hl)","ld a,(hl)",exec.asm,"LD	A,(HL)"
5876,5876,5809,2803,277f,23,23,inc hl,inc hl,inc hl,exec.asm,INC	HL
5877,5877,5810,2804,2780,c5,c5,push bc,push bc,push bc,exec.asm,PUSH	BC
5878,5878,5811,2805,2781,cd 65 06,cd 63 06,call $0665,call $0663,call $0000,exec.asm,CALL	OSBPUT
5879,5879,5812,2808,2784,c1,c1,pop bc,pop bc,pop bc,exec.asm,POP	BC
5880,5880,5813,2809,2785,18 f4,18 f4,jr $-$0a,jr $-$0a,jr $-$00,exec.asm,JR	PRNTN3
5881,5881,5814,280b,2787,3e 0d,3e 0d,"ld a,$0d","ld a,$0d","ld a,$00",exec.asm,"PRNTN4:         LD	A,CR"
5882,5882,5815,280d,2789,cd 65 06,cd 63 06,call $0665,call $0663,call $0000,exec.asm,CALL	OSBPUT
5883,5883,5816,2810,278c,18 bf,18 bf,jr $-$3f,jr $-$3f,jr $-$00,exec.asm,JR	PRNTN1
5884,5884,5817,2812,278e,06 02,06 02,"ld b,$02","ld b,$02","ld b,$00",exec.asm,"PRINT6:         LD	B,2"
5885,5885,5818,2814,2790,18 22,18 22,jr $+$24,jr $+$24,jr $+$00,exec.asm,JR	PRINTC
